show_id,title,description,listed_in,rating,content,profile,release_year
s8196,The Art of the Steal,"Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book.","Action & Adventure, Comedies, Independent Movies",R,"Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book. Action & Adventure, Comedies, Independent Movies",3,2013
s8197,The Art of War,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name.",Action & Adventure,R,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name. Action & Adventure",3,2000
s8198,The Assignment,A hitman has his body surgically altered into a woman's against his will. Now he has to track down the surgeon responsible and get his revenge.,Action & Adventure,R,A hitman has his body surgically altered into a woman's against his will. Now he has to track down the surgeon responsible and get his revenge. Action & Adventure,3,2016
s8199,The Autopsy of Jane Doe,A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret.,"Horror Movies, Independent Movies, Thrillers",R,"A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret. Horror Movies, Independent Movies, Thrillers",1,2016
s8200,The Bachelor,A single man searches for his soulmate through a series of dates with 25 contestants ready to romance him for a chance at love.,"Reality TV, Romantic TV Shows",TV-14,"A single man searches for his soulmate through a series of dates with 25 contestants ready to romance him for a chance at love. Reality TV, Romantic TV Shows",2,2009
s8201,The Bachelors,"After the death of his wife, a teacher and his son move to a new city, where emotional connections with two women help them begin to heal.",Dramas,TV-14,"After the death of his wife, a teacher and his son move to a new city, where emotional connections with two women help them begin to heal. Dramas",1,2017
s8202,The Bad Education Movie,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen â
 and probably will.",Comedies,TV-MA,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen â
 and probably will. Comedies",0,2015
s8203,The Bad Kids,"In this documentary, teachers at a Mojave Desert high school adhere to a belief that compassion and life skills can profoundly help at-risk students.",Documentaries,TV-MA,"In this documentary, teachers at a Mojave Desert high school adhere to a belief that compassion and life skills can profoundly help at-risk students. Documentaries",0,2016
s8204,The Bare-Footed Kid,"While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties.","Action & Adventure, International Movies",TV-14,"While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties. Action & Adventure, International Movies",3,1993
s8205,The Basement,"Known for tortuous role-play with victims in his basement, a twisted serial killer abducts a musician who has a deeper connection to his mind games.","Horror Movies, Thrillers",TV-MA,"Known for tortuous role-play with victims in his basement, a twisted serial killer abducts a musician who has a deeper connection to his mind games. Horror Movies, Thrillers",1,2018
s8206,The Battle of Midway,"Director John Ford captures combat footage of the Battle of Midway, an air and sea campaign that was a turning point in the war in the Pacific.","Classic Movies, Documentaries",TV-14,"Director John Ford captures combat footage of the Battle of Midway, an air and sea campaign that was a turning point in the war in the Pacific. Classic Movies, Documentaries",0,1942
s8207,The Beat,"The artistic pursuits of two childhood friends, an aspiring singer and a talented dancer, lead them to four other 20-somethings in a drumming group.","International TV Shows, TV Dramas",TV-MA,"The artistic pursuits of two childhood friends, an aspiring singer and a talented dancer, lead them to four other 20-somethings in a drumming group. International TV Shows, TV Dramas",2,2012
s8208,The Beginning of Life: The Series,"Using breakthroughs in technology and neuroscience, this series examines how environment affects infants â and how infants can affect our future.","Docuseries, International TV Shows, Science & Nature TV",TV-PG,"Using breakthroughs in technology and neuroscience, this series examines how environment affects infants â and how infants can affect our future. Docuseries, International TV Shows, Science & Nature TV",2,2016
s8209,The Bible's Buried Secrets,"Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament.","British TV Shows, Docuseries, Science & Nature TV",TV-14,"Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament. British TV Shows, Docuseries, Science & Nature TV",2,2011
s8210,The Big Catch,"In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler.","British TV Shows, Reality TV",TV-PG,"In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler. British TV Shows, Reality TV",2,2015
s8211,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere.",Documentaries,TV-MA,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere. Documentaries",0,2018
s8212,The Black Room,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.,Horror Movies,TV-MA,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement. Horror Movies,1,2016
s8213,The Blackcoat's Daughter,"When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence.","Horror Movies, Independent Movies, Thrillers",R,"When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence. Horror Movies, Independent Movies, Thrillers",1,2015
s8214,The Bleeder,"Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa.","Dramas, Sports Movies",R,"Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa. Dramas, Sports Movies",1,2016
s8215,The Blue Planet: A Natural History of the Oceans,"David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.","British TV Shows, Docuseries, International TV Shows",TV-G,"David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities. British TV Shows, Docuseries, International TV Shows",2,2001
s8216,The Bomb,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid.",Documentaries,TV-14,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid. Documentaries",0,2016
s8217,The Bomb Squad,This documentary follows British bomb disposal teams in Afghanistan and the dangers they face in their methodical lives on the front lines of war.,"British TV Shows, Docuseries",TV-MA,"This documentary follows British bomb disposal teams in Afghanistan and the dangers they face in their methodical lives on the front lines of war. British TV Shows, Docuseries",2,2011
